action_repeat,delta_x,delta_y,delta_radius,name,w_cell,w_dose,w_smooth,tumor_reduction,tumor_reduction_lo,tumor_reduction_hi,total_dose,total_dose_lo,total_dose_hi,smooth_cost,smooth_cost_lo,smooth_cost_hi,n_episodes,objective
8,0.09868130900537214,0.2671361481057536,0.03229138178772853,lhs_017,1.0,0.5,0.0,-44.833333333333336,-71.75,-18.662500000000023,5.654161853099134,5.168564293849757,6.157368475655607,12.550473225613432,11.768237412036006,13.363698945307014,12,0.013996260852918165
8,0.09868130900537214,0.2671361481057536,0.03229138178772853,lhs_017,1.0,0.5,0.02,-44.833333333333336,-71.75,-18.662500000000023,5.654161853099134,5.168564293849757,6.157368475655607,12.550473225613432,11.768237412036006,13.363698945307014,12,0.013996260852918165
8,0.09868130900537214,0.2671361481057536,0.03229138178772853,lhs_017,1.0,0.5,0.1,-44.833333333333336,-71.75,-18.662500000000023,5.654161853099134,5.168564293849757,6.157368475655607,12.550473225613432,11.768237412036006,13.363698945307014,12,0.013996260852918165
8,0.09868130900537214,0.2671361481057536,0.03229138178772853,lhs_017,0.5,1.0,0.1,-44.833333333333336,-71.75,-18.662500000000023,5.654161853099134,5.168564293849757,6.157368475655607,12.550473225613432,11.768237412036006,13.363698945307014,12,0.013996260852918165
8,0.09868130900537214,0.2671361481057536,0.03229138178772853,lhs_017,0.5,2.0,0.0,-44.833333333333336,-71.75,-18.662500000000023,5.654161853099134,5.168564293849757,6.157368475655607,12.550473225613432,11.768237412036006,13.363698945307014,12,0.013996260852918165
8,0.09868130900537214,0.2671361481057536,0.03229138178772853,lhs_017,0.5,1.0,0.02,-44.833333333333336,-71.75,-18.662500000000023,5.654161853099134,5.168564293849757,6.157368475655607,12.550473225613432,11.768237412036006,13.363698945307014,12,0.013996260852918165
8,0.09868130900537214,0.2671361481057536,0.03229138178772853,lhs_017,0.3,2.0,0.1,-44.833333333333336,-71.75,-18.662500000000023,5.654161853099134,5.168564293849757,6.157368475655607,12.550473225613432,11.768237412036006,13.363698945307014,12,0.013996260852918165
8,0.09868130900537214,0.2671361481057536,0.03229138178772853,lhs_017,0.5,0.5,0.0,-44.833333333333336,-71.75,-18.662500000000023,5.654161853099134,5.168564293849757,6.157368475655607,12.550473225613432,11.768237412036006,13.363698945307014,12,0.013996260852918165
8,0.09868130900537214,0.2671361481057536,0.03229138178772853,lhs_017,0.5,0.5,0.02,-44.833333333333336,-71.75,-18.662500000000023,5.654161853099134,5.168564293849757,6.157368475655607,12.550473225613432,11.768237412036006,13.363698945307014,12,0.013996260852918165
8,0.09868130900537214,0.2671361481057536,0.03229138178772853,lhs_017,0.5,0.5,0.1,-44.833333333333336,-71.75,-18.662500000000023,5.654161853099134,5.168564293849757,6.157368475655607,12.550473225613432,11.768237412036006,13.363698945307014,12,0.013996260852918165
8,0.09868130900537214,0.2671361481057536,0.03229138178772853,lhs_017,0.5,1.0,0.0,-44.833333333333336,-71.75,-18.662500000000023,5.654161853099134,5.168564293849757,6.157368475655607,12.550473225613432,11.768237412036006,13.363698945307014,12,0.013996260852918165
8,0.09868130900537214,0.2671361481057536,0.03229138178772853,lhs_017,0.3,0.5,0.1,-44.833333333333336,-71.75,-18.662500000000023,5.654161853099134,5.168564293849757,6.157368475655607,12.550473225613432,11.768237412036006,13.363698945307014,12,0.013996260852918165
8,0.09868130900537214,0.2671361481057536,0.03229138178772853,lhs_017,0.3,0.5,0.0,-44.833333333333336,-71.75,-18.662500000000023,5.654161853099134,5.168564293849757,6.157368475655607,12.550473225613432,11.768237412036006,13.363698945307014,12,0.013996260852918165
8,0.09868130900537214,0.2671361481057536,0.03229138178772853,lhs_017,0.3,0.5,0.02,-44.833333333333336,-71.75,-18.662500000000023,5.654161853099134,5.168564293849757,6.157368475655607,12.550473225613432,11.768237412036006,13.363698945307014,12,0.013996260852918165
6,0.20770403057172648,0.21253487580263486,0.03607665864489508,lhs_006,1.0,2.0,0.0,-42.25,-70.5,-10.833333333333334,5.651549111418208,5.2821661391634835,6.041482821838564,17.340899066184644,16.664096024653794,18.12945374260986,12,-0.0037975157419647618
6,0.20770403057172648,0.21253487580263486,0.03607665864489508,lhs_006,1.0,1.0,0.02,-42.25,-70.5,-10.833333333333334,5.651549111418208,5.2821661391634835,6.041482821838564,17.340899066184644,16.664096024653794,18.12945374260986,12,-0.0037975157419647618
6,0.20770403057172648,0.21253487580263486,0.03607665864489508,lhs_006,0.5,1.0,0.0,-42.25,-70.5,-10.833333333333334,5.651549111418208,5.2821661391634835,6.041482821838564,17.340899066184644,16.664096024653794,18.12945374260986,12,-0.0037975157419647618
6,0.20770403057172648,0.21253487580263486,0.03607665864489508,lhs_006,0.5,0.5,0.02,-42.25,-70.5,-10.833333333333334,5.651549111418208,5.2821661391634835,6.041482821838564,17.340899066184644,16.664096024653794,18.12945374260986,12,-0.0037975157419647618
6,0.20770403057172648,0.21253487580263486,0.03607665864489508,lhs_006,0.5,1.0,0.02,-42.25,-70.5,-10.833333333333334,5.651549111418208,5.2821661391634835,6.041482821838564,17.340899066184644,16.664096024653794,18.12945374260986,12,-0.0037975157419647618
6,0.20770403057172648,0.21253487580263486,0.03607665864489508,lhs_006,0.3,1.0,0.0,-42.25,-70.5,-10.833333333333334,5.651549111418208,5.2821661391634835,6.041482821838564,17.340899066184644,16.664096024653794,18.12945374260986,12,-0.0037975157419647618
6,0.20770403057172648,0.21253487580263486,0.03607665864489508,lhs_006,0.3,0.5,0.1,-42.25,-70.5,-10.833333333333334,5.651549111418208,5.2821661391634835,6.041482821838564,17.340899066184644,16.664096024653794,18.12945374260986,12,-0.0037975157419647618
6,0.20770403057172648,0.21253487580263486,0.03607665864489508,lhs_006,0.3,1.0,0.1,-42.25,-70.5,-10.833333333333334,5.651549111418208,5.2821661391634835,6.041482821838564,17.340899066184644,16.664096024653794,18.12945374260986,12,-0.0037975157419647618
6,0.20770403057172648,0.21253487580263486,0.03607665864489508,lhs_006,0.5,0.5,0.1,-42.25,-70.5,-10.833333333333334,5.651549111418208,5.2821661391634835,6.041482821838564,17.340899066184644,16.664096024653794,18.12945374260986,12,-0.0037975157419647618
6,0.20770403057172648,0.21253487580263486,0.03607665864489508,lhs_006,0.5,0.5,0.0,-42.25,-70.5,-10.833333333333334,5.651549111418208,5.2821661391634835,6.041482821838564,17.340899066184644,16.664096024653794,18.12945374260986,12,-0.0037975157419647618
6,0.20770403057172648,0.21253487580263486,0.03607665864489508,lhs_006,0.3,2.0,0.1,-42.25,-70.5,-10.833333333333334,5.651549111418208,5.2821661391634835,6.041482821838564,17.340899066184644,16.664096024653794,18.12945374260986,12,-0.0037975157419647618
6,0.20770403057172648,0.21253487580263486,0.03607665864489508,lhs_006,0.3,2.0,0.0,-42.25,-70.5,-10.833333333333334,5.651549111418208,5.2821661391634835,6.041482821838564,17.340899066184644,16.664096024653794,18.12945374260986,12,-0.0037975157419647618
6,0.20770403057172648,0.21253487580263486,0.03607665864489508,lhs_006,0.3,2.0,0.02,-42.25,-70.5,-10.833333333333334,5.651549111418208,5.2821661391634835,6.041482821838564,17.340899066184644,16.664096024653794,18.12945374260986,12,-0.0037975157419647618
6,0.20770403057172648,0.21253487580263486,0.03607665864489508,lhs_006,0.5,2.0,0.02,-42.25,-70.5,-10.833333333333334,5.651549111418208,5.2821661391634835,6.041482821838564,17.340899066184644,16.664096024653794,18.12945374260986,12,-0.0037975157419647618
6,0.20770403057172648,0.21253487580263486,0.03607665864489508,lhs_006,0.5,2.0,0.0,-42.25,-70.5,-10.833333333333334,5.651549111418208,5.2821661391634835,6.041482821838564,17.340899066184644,16.664096024653794,18.12945374260986,12,-0.0037975157419647618
6,0.20770403057172648,0.21253487580263486,0.03607665864489508,lhs_006,1.0,1.0,0.1,-42.25,-70.5,-10.833333333333334,5.651549111418208,5.2821661391634835,6.041482821838564,17.340899066184644,16.664096024653794,18.12945374260986,12,-0.0037975157419647618
6,0.20770403057172648,0.21253487580263486,0.03607665864489508,lhs_006,0.3,1.0,0.02,-42.25,-70.5,-10.833333333333334,5.651549111418208,5.2821661391634835,6.041482821838564,17.340899066184644,16.664096024653794,18.12945374260986,12,-0.0037975157419647618
6,0.20770403057172648,0.21253487580263486,0.03607665864489508,lhs_006,0.3,0.5,0.02,-42.25,-70.5,-10.833333333333334,5.651549111418208,5.2821661391634835,6.041482821838564,17.340899066184644,16.664096024653794,18.12945374260986,12,-0.0037975157419647618
6,0.20770403057172648,0.21253487580263486,0.03607665864489508,lhs_006,1.0,1.0,0.0,-42.25,-70.5,-10.833333333333334,5.651549111418208,5.2821661391634835,6.041482821838564,17.340899066184644,16.664096024653794,18.12945374260986,12,-0.0037975157419647618
6,0.20770403057172648,0.21253487580263486,0.03607665864489508,lhs_006,1.0,0.5,0.02,-42.25,-70.5,-10.833333333333334,5.651549111418208,5.2821661391634835,6.041482821838564,17.340899066184644,16.664096024653794,18.12945374260986,12,-0.0037975157419647618
6,0.20770403057172648,0.21253487580263486,0.03607665864489508,lhs_006,1.0,0.5,0.1,-42.25,-70.5,-10.833333333333334,5.651549111418208,5.2821661391634835,6.041482821838564,17.340899066184644,16.664096024653794,18.12945374260986,12,-0.0037975157419647618
6,0.20770403057172648,0.21253487580263486,0.03607665864489508,lhs_006,0.5,1.0,0.1,-42.25,-70.5,-10.833333333333334,5.651549111418208,5.2821661391634835,6.041482821838564,17.340899066184644,16.664096024653794,18.12945374260986,12,-0.0037975157419647618
6,0.20770403057172648,0.21253487580263486,0.03607665864489508,lhs_006,0.5,2.0,0.1,-42.25,-70.5,-10.833333333333334,5.651549111418208,5.2821661391634835,6.041482821838564,17.340899066184644,16.664096024653794,18.12945374260986,12,-0.0037975157419647618
6,0.20770403057172648,0.21253487580263486,0.03607665864489508,lhs_006,1.0,0.5,0.0,-42.25,-70.5,-10.833333333333334,5.651549111418208,5.2821661391634835,6.041482821838564,17.340899066184644,16.664096024653794,18.12945374260986,12,-0.0037975157419647618
6,0.20770403057172648,0.21253487580263486,0.03607665864489508,lhs_006,1.0,2.0,0.02,-42.25,-70.5,-10.833333333333334,5.651549111418208,5.2821661391634835,6.041482821838564,17.340899066184644,16.664096024653794,18.12945374260986,12,-0.0037975157419647618
6,0.20770403057172648,0.21253487580263486,0.03607665864489508,lhs_006,1.0,2.0,0.1,-42.25,-70.5,-10.833333333333334,5.651549111418208,5.2821661391634835,6.041482821838564,17.340899066184644,16.664096024653794,18.12945374260986,12,-0.0037975157419647618
6,0.20770403057172648,0.21253487580263486,0.03607665864489508,lhs_006,0.3,0.5,0.0,-42.25,-70.5,-10.833333333333334,5.651549111418208,5.2821661391634835,6.041482821838564,17.340899066184644,16.664096024653794,18.12945374260986,12,-0.0037975157419647618
7,0.1263814020706375,0.08832445605054688,0.09856881921316372,lhs_009,0.5,0.5,0.1,-87.25,-124.75,-47.49583333333336,5.423180570519128,5.138972109592846,5.721075282730719,11.37573961083156,10.413525446737184,12.295823545980964,12,-0.017528899181070146
7,0.1263814020706375,0.08832445605054688,0.09856881921316372,lhs_009,0.5,1.0,0.0,-87.25,-124.75,-47.49583333333336,5.423180570519128,5.138972109592846,5.721075282730719,11.37573961083156,10.413525446737184,12.295823545980964,12,-0.017528899181070146
7,0.1263814020706375,0.08832445605054688,0.09856881921316372,lhs_009,0.5,2.0,0.0,-87.25,-124.75,-47.49583333333336,5.423180570519128,5.138972109592846,5.721075282730719,11.37573961083156,10.413525446737184,12.295823545980964,12,-0.017528899181070146
7,0.1263814020706375,0.08832445605054688,0.09856881921316372,lhs_009,0.5,1.0,0.1,-87.25,-124.75,-47.49583333333336,5.423180570519128,5.138972109592846,5.721075282730719,11.37573961083156,10.413525446737184,12.295823545980964,12,-0.017528899181070146
7,0.1263814020706375,0.08832445605054688,0.09856881921316372,lhs_009,0.5,1.0,0.02,-87.25,-124.75,-47.49583333333336,5.423180570519128,5.138972109592846,5.721075282730719,11.37573961083156,10.413525446737184,12.295823545980964,12,-0.017528899181070146
7,0.1263814020706375,0.08832445605054688,0.09856881921316372,lhs_009,1.0,0.5,0.1,-87.25,-124.75,-47.49583333333336,5.423180570519128,5.138972109592846,5.721075282730719,11.37573961083156,10.413525446737184,12.295823545980964,12,-0.017528899181070146
7,0.1263814020706375,0.08832445605054688,0.09856881921316372,lhs_009,1.0,0.5,0.02,-87.25,-124.75,-47.49583333333336,5.423180570519128,5.138972109592846,5.721075282730719,11.37573961083156,10.413525446737184,12.295823545980964,12,-0.017528899181070146
7,0.1263814020706375,0.08832445605054688,0.09856881921316372,lhs_009,0.5,2.0,0.02,-87.25,-124.75,-47.49583333333336,5.423180570519128,5.138972109592846,5.721075282730719,11.37573961083156,10.413525446737184,12.295823545980964,12,-0.017528899181070146
7,0.1263814020706375,0.08832445605054688,0.09856881921316372,lhs_009,1.0,0.5,0.0,-87.25,-124.75,-47.49583333333336,5.423180570519128,5.138972109592846,5.721075282730719,11.37573961083156,10.413525446737184,12.295823545980964,12,-0.017528899181070146
7,0.1263814020706375,0.08832445605054688,0.09856881921316372,lhs_009,0.5,2.0,0.1,-87.25,-124.75,-47.49583333333336,5.423180570519128,5.138972109592846,5.721075282730719,11.37573961083156,10.413525446737184,12.295823545980964,12,-0.017528899181070146
7,0.1263814020706375,0.08832445605054688,0.09856881921316372,lhs_009,1.0,2.0,0.0,-87.25,-124.75,-47.49583333333336,5.423180570519128,5.138972109592846,5.721075282730719,11.37573961083156,10.413525446737184,12.295823545980964,12,-0.017528899181070146
7,0.1263814020706375,0.08832445605054688,0.09856881921316372,lhs_009,1.0,2.0,0.1,-87.25,-124.75,-47.49583333333336,5.423180570519128,5.138972109592846,5.721075282730719,11.37573961083156,10.413525446737184,12.295823545980964,12,-0.017528899181070146
7,0.1263814020706375,0.08832445605054688,0.09856881921316372,lhs_009,0.5,0.5,0.02,-87.25,-124.75,-47.49583333333336,5.423180570519128,5.138972109592846,5.721075282730719,11.37573961083156,10.413525446737184,12.295823545980964,12,-0.017528899181070146
7,0.1263814020706375,0.08832445605054688,0.09856881921316372,lhs_009,0.5,0.5,0.0,-87.25,-124.75,-47.49583333333336,5.423180570519128,5.138972109592846,5.721075282730719,11.37573961083156,10.413525446737184,12.295823545980964,12,-0.017528899181070146
7,0.1263814020706375,0.08832445605054688,0.09856881921316372,lhs_009,0.3,2.0,0.1,-87.25,-124.75,-47.49583333333336,5.423180570519128,5.138972109592846,5.721075282730719,11.37573961083156,10.413525446737184,12.295823545980964,12,-0.017528899181070146
7,0.1263814020706375,0.08832445605054688,0.09856881921316372,lhs_009,0.3,0.5,0.0,-87.25,-124.75,-47.49583333333336,5.423180570519128,5.138972109592846,5.721075282730719,11.37573961083156,10.413525446737184,12.295823545980964,12,-0.017528899181070146
7,0.1263814020706375,0.08832445605054688,0.09856881921316372,lhs_009,0.3,0.5,0.1,-87.25,-124.75,-47.49583333333336,5.423180570519128,5.138972109592846,5.721075282730719,11.37573961083156,10.413525446737184,12.295823545980964,12,-0.017528899181070146
7,0.1263814020706375,0.08832445605054688,0.09856881921316372,lhs_009,0.3,0.5,0.02,-87.25,-124.75,-47.49583333333336,5.423180570519128,5.138972109592846,5.721075282730719,11.37573961083156,10.413525446737184,12.295823545980964,12,-0.017528899181070146
7,0.1263814020706375,0.08832445605054688,0.09856881921316372,lhs_009,1.0,1.0,0.1,-87.25,-124.75,-47.49583333333336,5.423180570519128,5.138972109592846,5.721075282730719,11.37573961083156,10.413525446737184,12.295823545980964,12,-0.017528899181070146
7,0.1263814020706375,0.08832445605054688,0.09856881921316372,lhs_009,1.0,1.0,0.02,-87.25,-124.75,-47.49583333333336,5.423180570519128,5.138972109592846,5.721075282730719,11.37573961083156,10.413525446737184,12.295823545980964,12,-0.017528899181070146
7,0.1263814020706375,0.08832445605054688,0.09856881921316372,lhs_009,1.0,1.0,0.0,-87.25,-124.75,-47.49583333333336,5.423180570519128,5.138972109592846,5.721075282730719,11.37573961083156,10.413525446737184,12.295823545980964,12,-0.017528899181070146
7,0.1263814020706375,0.08832445605054688,0.09856881921316372,lhs_009,0.3,1.0,0.0,-87.25,-124.75,-47.49583333333336,5.423180570519128,5.138972109592846,5.721075282730719,11.37573961083156,10.413525446737184,12.295823545980964,12,-0.017528899181070146
7,0.1263814020706375,0.08832445605054688,0.09856881921316372,lhs_009,0.3,1.0,0.02,-87.25,-124.75,-47.49583333333336,5.423180570519128,5.138972109592846,5.721075282730719,11.37573961083156,10.413525446737184,12.295823545980964,12,-0.017528899181070146
